old.tips	new.tips
Acca_macrostema_Itayguara_matrix	Acca.macrostema_VOUCHER
Acca_lanuginosa_Itayguara_matrix	Acca.lanuginosa_VOUCHER
Mosiera_ehrenbergii_Itayguara_matrix	Mosiera.ehrenbergii_Landrum.7375
Mosiera_contrerasii_Itayguara_matrix	Mosiera.contrerasii_SalywonPuente.sn
Mosiera.longipes_Salywon.1183	Mosiera.longipes_Salywon.1183
Mosiera_cuspidatum_Itayguara_matrix	Mosiera.cuspidatum_Salywon.1350
Mosiera_xerophytica_Itayguara_matrix	Mosiera.xerophytica_Salywon.783
Mosiera_gracilipes_Itayguara_matrix	Mosiera.gracilipes_Salywon.1300
Campomanesia.xanthocarpa_Blum.10.109	Campomanesia.xanthocarpa_Blum.10.109
Campomanesia.xanthocarpa_Ibrahim170_Marla_matrix	Campomanesia.xanthocarpa_Ibrahim.170
Campomanesia.costata_Ibrahim187_Marla_matrix	Campomanesia.costata_Ibrahim.187
Campomanesia.reitziana_Ibrahim231_Marla_matrix	Campomanesia.reitziana_Ibrahim.231
Campomanesia.adamantium_Vasconcelos.474	Campomanesia.adamantium_Vasconcelos.474
Campomanesia.adamantium_Ibrahim180_Marla_matrix	Campomanesia.adamantium_Ibrahim.180
Campomanesia.pubescens_FarinaccioCosta.1669	Campomanesia.pubescens_FarinaccioCosta.1669
Campomanesia_aromatica_Itayguara_matrix	Campomanesia.aromatica_Ibrahim.140
Campomanesia_guaviroba_Itayguara_matrix	Campomanesia.guaviroba_Costa.613
Campomanesia.adamantium_Ibrahim157_Marla_matrix	Campomanesia.adamantium_Ibrahim.157
Campomanesia.rhombea_223_Marla_matrix	Campomanesia.rhombea_223
Campomanesia.velutina_Vasconcelos.507	Campomanesia.velutina_Vasconcelos.507
Campomanesia.sp_Lucas.201	Campomanesia.guaviroba_Lucas.201
Campomanesia.xanthocarpa_Urdampilleta.J.362	Campomanesia.xanthocarpa_Urdampilleta.J.362
Campomanesia.guaviroba_Faria.3076	Campomanesia.guaviroba_Faria.3076
Campomanesia.neriiflora_Ibrahim176_Marla_matrix	Campomanesia.neriiflora_Ibrahim.176
Campomanesia.dichotoma_Ibrahim.123	Campomanesia.dichotoma_Ibrahim.123
Campomanesia.guazumifolia_vale_10_Amelia_matrix	Campomanesia.guazumifolia_JBRJ.343648
Campomanesia.guazumifolia_Ibrahim918_Marla_matrix	Campomanesia.guazumifolia_Matos.918
Campomanesia.guazumifolia_Ibrahim183_Marla_matrix	Campomanesia.guazumifolia_Ibrahim.183
Campomanesia.guazumifolia_Faria.3054	Campomanesia.guazumifolia_Faria.3054
Campomanesia.guazumifolia_Belsham.M86	Campomanesia.guazumifolia_Belsham.M86
Campomanesia.ilhoensis_Ibrahim.122	Campomanesia.ilhoensis_Ibrahim.122
Campomanesia.cavalcantina_Ibrahim197_Marla_matrix	Campomanesia.cavalcantina_Ibrahim.197
Campomanesia.cavalcantina_Ibrahim206_Marla_matrix	Campomanesia.cavalcantina_Ibrahim.206
Campomanesia.eugenioides_Ibrahim204_Marla_matrix	Campomanesia.eugenioides_Ibrahim.204
Campomanesia.eugenioides_Ibrahim185_Marla_matrix	Campomanesia.eugenioides_Ibrahim.185
Campomanesia.eugenioides_Ibrahim194_Marla_matrix	Campomanesia.eugenioides_Ibrahim.194
Campomanesia.laurifolia_Tuler.531_Amelia_matrix	Campomanesia.laurifolia_Tuler.531
Curitiba.prismatica_Lima.551	Curitiba.prismatica_Lima.551
Feijoa.sellowiana_Lucas.205	Feijoa.sellowiana_Lucas.205
Pimenta.racemosa_Holst.8866	Pimenta.racemosa_Holst.8866
Pimenta_haitiensis_Itayguara_matrix	Pimenta.haitiensis_Salywon.JBSD
Pimenta_racemosa_ozua_Itayguara_matrix	Pimenta.racemosa.ozua_Holst.8866
Pimenta.yumana_Vasconcelos.584	Pimenta.yumana_Vasconcelos.584
Pimenta.berciliae_Vasconcelos.576	Pimenta.berciliae_Vasconcelos.576
Pimenta.dioica_Lucas.212	Pimenta.dioica_Lucas.212
Pimenta.pseudocaryophyllus_Lucas.161	Pimenta.pseudocaryophyllus_Lucas.161
Amomyrtus_meli_Itayguara_matrix	Amomyrtus.meli_RBGE.19961083
Amomyrtus.luma_RBGE.19961065	Amomyrtus.luma_RBGE.19961065
Legrandia.concinna_RBGE.19990656	Legrandia.concinna_RBGE.19990656
Amomyrtella.guilii_Landrum.12253	Amomyrtella.guilii_Landrum.12253
Calycolpus.goetheanus_Vasconcelos.332	Calycolpus.goetheanus_Vasconcelos.332
Calycolpus.moritzianus_Parra.O480	Calycolpus.moritzianus_Parra.O480
Calycolpus.australis_Faria.6269	Calycolpus.australis_Faria.6269
Myrtus.communis_Lucas.211	Myrtus.communis_Lucas.211
Chamguava.schippii_SantamariaAguilar.9833	Chamguava.schippii_SantamariaAguilar.9833
Accara.elegans_Vasconcelos.485	Accara.elegans_Vasconcelos.485
Accara_elegans_Itayguara_matrix	Accara.elegans_Costa.670
Pilidiostigma_glabrum_Itayguara_matrix	Pilidiostigma.glabrum_Cameron.sn
Pilidiostigma.tropicum	Pilidiostigma.tropicum_Forster_27636
Archirhodomyrtus.turbinata_Soewarto.11_46200	Archirhodomyrtus.turbinata_Soewarto.11
Kanakomyrtus.dawsoniana_TV639	Kanakomyrtus.dawsoniana_Vasconcelos.639
Rhodomyrtus_psidioides_Itayguara_matrix	Rhodomyrtus.psidioides_Belsham.72
Octamyrtus.pleiopetala_19051	Octamyrtus.pleiopetala_Johns_sn
Rhodomyrtus.tomentosa_Vasconcelos.678_46195	Rhodomyrtus.tomentosa_Vasconcelos.678
Decasp.vitis_Vasconcelos.729_46145	Decaspermum.vitisidae_Vasconcelos.729
Descapermum.humile	Decaspermum.humile_Belsham.M82
Rhodamnia_argentea_Itayguara_matrix	Rhodamnia.argentea_Belsham.81
Rhodamnia.cinerea_Vasconcelos.672	Rhodamnia.cinerea_Vasconcelos.672
Rhodamnia_rubescens_Itayguara_matrix	Rhodamnia.rubescens_Belsham.83
Uromyrtus.emarginata_TV628	Uromyrtus.emarginata_Vasconcelos.628
Gossia_inophloia_Itayguara_matrix	Gossia.inophloia_Belsham.79
Gossia_hillii_Itayguara_matrix	Gossia.hillii_Belsham.78
Gossia.clusioides_Soewarto.14	Gossia.clusioides_Soewarto.14
Austromyrtus.dulcis	Austromyrtus.dulcis_Belsham.77
Myrtrastrum.rufopunctatum_Soewarto.10	Myrtastrum.rufopunctatum_Soewarto.10
Eucalyptus.perriniana_Lucas.283	Eucalyptus.perriniana_Lucas.283
Eucalyptus.tetragona_17934	Eucalyptus.tetragona_FU.177
Leptospermum.scoparium_Lucas.284	Leptospermum.scoparium_Lucas.284
Melaleuca.leucadendra_LGC.00265	Melaleuca.leucadendra_LGC.00265
Callistemon.comboynensis_Lucas.206	Melaleuca.comboynensis_Lucas.206
Metrosideros.perforata_Lucas.209	Metrosideros.perforata_Lucas.209
Metrosideros.stipularis_RBGE.1995_2370A	Metrosideros.stipularis_RBGE.1995_2370A
Xanthomyrtus.montivaga_Lucas.16	Xanthomyrtus.montivaga_Lucas.16
Syzygium.maire	Syzygium.maire_Belsham.M84
Eugenia_zuluensis_PRU092775	Eugenia.zuluensis_PRU092775
Eugenia.florida_Lucas.106	Eugenia.florida_Lucas.106
Eugenia.involucrata_PRU092793	Eugenia.involucrata_PRU092793
Eugenia.myrcianthes_SavassiESA_85681	Eugenia.myrcianthes_SavassiESA_85681
Myrcia.mischophylla_Faria.1225	Myrcia.mischophylla_Faria.1225
Siphoneugena.dussii_Flickinger.68	Siphoneugena.dussii_Flickinger.68
Psidium.sessilifolium_Flickinger.2015DR21	Psidium.sessilifolium_Flickinger.2015DR21
Psidium.salutare_Oviedo.sn	Psidium.salutare_Oviedo.sn
Psidium.rotundatum_OviedoChaves.sn	Psidium.rotundatum_OviedoChaves.sn
Psidium.harrisianum_Flickinger.2016J9	Psidium.harrisianum_Flickinger.2016J9
Psidium.guajava_Flickinger.2015FTG8	Psidium.guajava_Flickinger.2015FTG8
Psidium.cattleyanum_Flickinger.2015FL02	Psidium.cattleyanum_Flickinger.2015FL02
Psidium.acranthum_Flickinger.2015DR31	Psidium.acranthum_Flickinger.2015DR31
Pimenta.racemosa.var.racemosa_Flickinger.89	Pimenta.racemosa.var.racemosa_Flickinger.89
Pimenta.racemosa.var.ozua_Flickinger.2015DR30	Pimenta.racemosa.var.ozua_Flickinger.2015DR30
Pimenta.racemosa.var.grisea_Flickinger.72	Pimenta.racemosa.var.grisea_Flickinger.72
Pimenta.haitiensis_Flickinger.107	Pimenta.haitiensis_Flickinger.107
Pimenta.filipes_Flickinger.15	Pimenta.filipes_Flickinger.15
Pimenta.dioica_Flickinger.2016FTG3	Pimenta.dioica_Flickinger.2016FTG3
Myrciaria.vexator_Flickinger.2015FTG5	Myrciaria.vexator_Flickinger.2015FTG5
Myrciaria.floribunda_Flickinger.87	Myrciaria.floribunda_Flickinger.87
Myrciaria.borinquena_Flickinger.79	Myrciaria.borinquena_Flickinger.79
Myrcianthes.fragrans_Flickinger.2015FTG2	Myrcianthes.fragrans_Flickinger.2015FTG2
Myrcia.retivenia_AcostaGomez.sn	Myrcia.retivenia_AcostaGomez.sn
Myrcia.polyneura_Gomez.sn	Myrcia.polyneura_Gomez.sn
Myrcia.deflexa_Flickinger.71	Myrcia.deflexa_Flickinger.71
Myrcia.citrifolia_Flickinger.2015DR26	Myrcia.citrifolia_Flickinger.2015DR26
Mosiera.ophiticola_Flickinger.56	Mosiera.ophiticola_Flickinger.56
Mosiera.longipes_Flickinger.2015DR23	Mosiera.longipes_Flickinger.2015DR23
Mosiera.havanensis_OviedoAlvares.sn	Mosiera.havanensis_OviedoAlvares.sn
Mosiera.elliptica.subsp.insularis_OviedoChaves.sn	Mosiera.elliptica.subsp.insularis_OviedoChaves.sn
Mosiera.cuspidata_Rodriguez.1464	Mosiera.cuspidata_Rodriguez.1464
Mitranthes.clarendonensis_Flickinger.2016J7	Mitranthes.clarendonensis_Flickinger.2016J7
Hottea.neibensis_Flickinger.2015DR1	Hottea.neibensis_Flickinger.2015DR1
Eugenia.woodburyana_Flickinger.126	Eugenia.woodburyana_Flickinger.126
Eugenia.websteri_Flickinger.2016J8	Eugenia.websteri_Flickinger.2016J8
Eugenia.varia_OviedoChaves.sn	Eugenia.varia_OviedoChaves.sn
Eugenia.uniflora_Flickinger.2015FL1	Eugenia.uniflora_Flickinger.2015FL1
Eugenia.umbellulifera_Flickinger.2015FTG4	Eugenia.umbellulifera_Flickinger.2015FTG4
Eugenia.stipitata_Flickinger.90	Eugenia.stipitata_Flickinger.90
Eugenia.stenoxipha_Oviedo.sn	Eugenia.stenoxipha_Oviedo.sn
Eugenia.stahlii_Flickinger.67	Eugenia.stahlii_Flickinger.67
Eugenia.sessiliflora_Flickinger.120	Eugenia.sessiliflora_Flickinger.120
Eugenia.rhombea_Oviedo.sn	Eugenia.rhombea_Oviedo.sn
Eugenia.retinadenia_OviedoChaves.sn	Eugenia.retinadenia_OviedoChaves.sn
Eugenia.pubicalyx_Flickinger.2015DR11	Eugenia.pubicalyx_Flickinger.2015DR11
Eugenia.pseudopsidium_Santiago.20177	Eugenia.pseudopsidium_Santiago.20177
Eugenia.piedraensis_Flickinger.48	Eugenia.piedraensis_Flickinger.48
Eugenia.picardae_Flickinger.2015DR2	Eugenia.picardae_Flickinger.2015DR2
Eugenia.padronii_Flickinger.70	Eugenia.padronii_Flickinger.70
Eugenia.naguana_Flickinger.26	Eugenia.naguana_Flickinger.26
Eugenia.monticola_Flickinger.2015DR27	Eugenia.monticola_Flickinger.2015DR27
Eugenia.luschnathiana_Abbot.24204	Eugenia.luschnathiana_Abbot.24204
Eugenia.lomensis_Flickinger.21	Eugenia.lomensis_Flickinger.21
Eugenia.lineolata_Flickinger.2015DR18	Eugenia.lineolata_Flickinger.2015DR18
Eugenia.lineata_Flickinger.102	Eugenia.lineata_Flickinger.102
Eugenia.linearis_Flickinger.2015DR8	Eugenia.linearis_Flickinger.2015DR8
Eugenia.ligustrina_Flickinger.2015DR29	Eugenia.ligustrina_Flickinger.2015DR29
Eugenia.laevis_Flickinger.100	Eugenia.laevis_Flickinger.100
Eugenia.laeteviridis_Oviedo.sn	Eugenia.laeteviridis_Oviedo.sn
Eugenia.hypargyrea_CarillaReyesCabreraToledo.5231	Eugenia.hypargyrea_CarillaReyesCabreraToledo.5231
Eugenia.haematocarpa_Santiago.20181	Eugenia.haematocarpa_Santiago.20181
Eugenia.dictyophylla_Flickinger.2015DR28	Eugenia.dictyophylla_Flickinger.2015DR28
Eugenia.crenulata_Flickinger.2015DR6	Eugenia.crenulata_Flickinger.2015DR6
Eugenia.cordata.var.cordata_Gibney.sn	Eugenia.cordata.var.cordata_Gibney.sn
Eugenia.cf.ligustroides_Gomez.sn	Eugenia.cf.ligustroides_Gomez.sn
Eugenia.cf.eggersii_Flickinger.77	Eugenia.cf.eggersii_Flickinger.77
Eugenia.borinquensis_Flickinger.124	Eugenia.borinquensis_Flickinger.124
Eugenia.biflora_Flickinger.114	Eugenia.biflora_Flickinger.114
Eugenia.axillaris_Flickinger.2015FTG9	Eugenia.axillaris_Flickinger.2015FTG9
Calyptrogenia.cuspidata_Flickinger.2015DR7	Calyptrogenia.cuspidata_Flickinger.2015DR7
Calyptrogenia.biflora_Flickinger.2015DR9	Calyptrogenia.biflora_Flickinger.2015DR9
Calyptranthes.zuzygium_Flickinger.2015DR15	Calyptranthes.zuzygium_Flickinger.2015DR15
Calyptranthes.pinetorum_Oviedo.sn	Calyptranthes.pinetorum_Oviedo.sn
Calyptranthes.picardae_Flickinger.2015DR10	Calyptranthes.picardae_Flickinger.2015DR10
Calyptranthes.estremenae_Flickinger.88	Calyptranthes.estremenae_Flickinger.88
Calyptranthes.cf.selleana_Flickinger.2016J5	Calyptranthes.cf.selleana_Flickinger.2016J5
Calyptranthes.cf.selleana_Flickinger.2015DR5	Calyptranthes.cf.selleana_Flickinger.2015DR5
Calyptranthes.canapuensis_Gomez.sn	Calyptranthes.canapuensis_Gomez.sn
Calycolpus.legrandii_Ibrahim.28 	Calycolpus.legrandii_Ibrahim.28 
Calycolpus.cochleatus_Wurdack.5903	Calycolpus.cochleatus_Wurdack.5903
Eugenia.stipitata_ParraO.728	Eugenia.stipitata_ParraO.728
Eugenia.punicifolia_ParraO.759	Eugenia.punicifolia_ParraO.759
Calycolpus.calophyllus_Betancur.14498	Calycolpus.calophyllus_Betancur.14498
Eugenia.protenta_Vasconcelos.350	Eugenia.protenta_Vasconcelos.350
Syzygium.jambos_Lucas.214	Syzygium.jambos_Lucas.214
Neomitranthes.cordifolia_Forster.1011	Neomitranthes.cordifolia_Forster.1011
Nothomyrcia.fernandeziana_Stuessy.15283	Nothomyrcia.fernandeziana_Stuessy.15283
Eugenia.stigmatosa_Valdemarin.1353	Eugenia.stigmatosa_Valdemarin.1353
Eugenia.sprengelii_Valdemarin.1143	Eugenia.sprengelii_Valdemarin.1143
Eugenia.schottiana_Valdemarin.821	Eugenia.schottiana_Valdemarin.821
Eugenia.mattosii_Valdemarin.1349	Eugenia.mattosii_Valdemarin.1349
Eugenia.costatifructa_Valdemarin.1287	Eugenia.costatifructa_Valdemarin.1287
